Date,Close,Open,High,Low,Volumn
2015-06-24,254.94,255.01,255.24,253.79,"72,506"
2015-06-25,253.8,253.84,254.66,253.42,"80,940"
2015-06-26,254.48,253.29,255.35,252.89,"83,208"
2015-06-29,251.26,250.61,251.96,250.36,"89,003"
2015-06-30,252.27,250.52,252.39,250.2,"74,407"
2015-07-01,255.07,252.49,255.52,251.65,"85,790"
2015-07-02,255.5,255.84,256.12,254.75,"90,090"
2015-07-03,254.66,255.34,255.62,253.56,"98,713"
2015-07-06,248.3,251.25,252.54,248.03,"166,945"
2015-07-07,248.05,249.57,249.86,246.56,"149,356"
2015-07-08,244.94,248.65,248.66,244.94,"118,840"
2015-07-09,246.77,243.17,246.77,241.49,"107,123"
2015-07-10,246.83,247.8,247.8,246.08,"101,705"
2015-07-13,249.84,247,250.12,246.64,"118,986"
2015-07-14,248.64,250.7,250.79,247.98,"107,054"
2015-07-15,249.65,249.63,250.94,248.38,"188,368"
2015-07-16,251.47,249.51,251.59,249.3,"150,453"
2015-07-17,250.23,253.05,253.15,249.02,"133,782"
2015-07-20,248.91,250.02,250.52,248.43,"95,326"
2015-07-21,250.35,249.93,251.15,248.57,"108,289"
2015-07-22,247.88,248.69,249.42,247.04,"96,060"
2015-07-23,247.31,248.3,248.39,246.46,"96,301"
2015-07-24,244.91,246.66,246.67,244.38,"95,762"
2015-07-27,244.98,243.58,246.16,243.54,"98,466"
2015-07-28,245.21,243.82,246.1,242.86,"97,425"
2015-07-29,245.97,246.75,247.36,245.73,"85,212"
2015-07-30,243.61,246.01,246.5,243.61,"106,336"
2015-07-31,244.3,244.62,244.9,241.87,"95,355"
2015-08-03,241.48,243.71,243.71,241.06,"79,208"
2015-08-04,243.55,241.46,243.56,241.42,"71,970"
2015-08-05,243.12,243.5,244.05,242.33,"75,476"
2015-08-06,240.04,243.85,243.86,239.98,"84,495"
2015-08-07,239.79,239.71,240.15,238.66,"61,300"
2015-08-10,239.18,239.54,239.58,238.07,"64,389"
2015-08-11,237.91,241.23,241.92,237.85,"96,678"
2015-08-12,237.24,237.06,238.65,234.75,"103,292"
2015-08-13,237.32,237.02,238.38,235.79,"80,878"
2015-08-17,235.37,238.22,238.28,235.35,"61,976"
2015-08-18,235.2,236.69,236.95,234.98,"78,968"
2015-08-19,234.27,235.49,236.22,232.47,"104,795"
2015-08-20,231.59,233.28,233.55,231.16,"78,670"
2015-08-21,227.14,226.06,228.53,225.18,"104,152"
2015-08-24,221.53,225.16,226.58,217.52,"116,373"
2015-08-25,223.07,222.56,225.69,218.6,"140,958"
2015-08-26,227.71,222.49,228.14,221.3,"139,395"
2015-08-27,228.94,229.78,230.34,228.11,"107,375"
2015-08-28,232.35,231.81,232.55,231.1,"101,461"
2015-08-31,232.8,231.56,232.8,230.53,"97,989"
2015-09-01,229.55,231.86,232.5,229.51,"77,918"
2015-09-02,229.91,226.36,230.71,226.03,"79,282"
2015-09-03,230.4,231.52,231.77,229.58,"73,804"
2015-09-04,227.9,231.23,231.38,227.11,"67,222"
2015-09-07,227.31,227.53,228.71,226.13,"58,980"
2015-09-08,227.76,227.97,228.61,226.61,"82,248"
2015-09-09,234.4,230.54,234.4,230.5,"82,867"
2015-09-10,237.18,232.34,237.18,231.96,"95,434"
2015-09-11,233.74,234.52,235.54,233.61,"65,040"
2015-09-14,233.06,234.45,234.56,231.65,"60,761"
2015-09-15,233.59,232.91,233.91,232.49,"55,627"
2015-09-16,238.78,234.89,239.29,234.77,"89,244"
2015-09-17,239.29,240.35,240.35,238.51,"85,406"
2015-09-18,241.12,239.01,241.3,236.93,"84,510"
2015-09-21,236.72,238.06,239.11,236.3,"52,060"
2015-09-22,238.68,237.84,239.05,236.74,"62,133"
2015-09-23,234.26,235.85,237.02,234.25,"71,153"
2015-09-24,234.26,235.65,235.96,233.9,"56,937"
2015-09-25,233.79,234.48,234.99,232.66,"53,231"
2015-09-30,236.71,230.45,236.73,230.34,"76,015"
2015-10-01,238.62,236.6,239.61,235.83,"62,047"
2015-10-02,237.15,238.39,239.17,237.15,"65,101"
2015-10-05,237.98,238.45,240.14,237.61,"63,860"
2015-10-06,240.18,240.28,240.58,239.1,"66,715"
2015-10-07,243.52,241.14,243.6,241.13,"63,800"
2015-10-08,246.02,244.82,246.02,243.25,"74,520"
2015-10-12,246.49,246.16,247.49,245.29,"104,495"
2015-10-13,246.04,246.22,247.04,245.1,"71,240"
2015-10-14,244.94,245.43,245.74,243.91,"69,342"
2015-10-15,247.89,244.82,248.53,244.69,"70,561"
2015-10-16,247.37,248.34,248.35,246.71,"66,048"
2015-10-19,247.47,247.49,248.19,246.44,"54,635"
2015-10-20,248.53,247.57,248.72,247.07,"78,290"
2015-10-21,249.25,248.4,250.59,247.93,"83,572"
2015-10-22,247.22,249.04,249.43,246.69,"89,012"
2015-10-23,249.41,249.82,251.32,248.97,"80,981"
2015-10-26,250.36,250.58,250.63,249.38,"67,719"
2015-10-27,250.04,249.52,250.18,248.71,"64,324"
2015-10-28,249.79,250.03,250.03,248.33,"87,705"
2015-10-29,248.93,251.19,253.41,248.85,"138,191"
2015-10-30,249.41,249.2,250.87,248.83,"76,798"
2015-11-02,250.6,249.86,250.66,249.33,"61,868"
2015-11-03,252.12,251.44,252.94,251.33,"92,475"
2015-11-04,252.33,252.74,253.22,251.11,"60,766"
2015-11-05,251.79,251.77,252.13,250.58,"60,050"
2015-11-06,250.25,251.53,252.05,249.8,"76,265"
2015-11-09,249.21,249.87,250.01,248.29,"75,324"
2015-11-10,245.86,247.77,247.84,244.94,"77,450"
2015-11-11,245.86,245.47,246.65,244.13,"64,210"
2015-11-12,245.14,245.73,245.97,245,"49,480"
2015-11-13,242.71,243.16,243.98,242.56,"59,939"
2015-11-16,238.87,239.41,240.81,238.84,"98,793"
2015-11-17,241.26,241.99,242.93,240.93,"62,913"
2015-11-18,241.44,241.76,242.65,241.16,"80,099"
2015-11-19,244.79,243.1,244.79,242.54,"73,734"
2015-11-20,244.8,244.74,245.5,244.31,"97,646"
2015-11-23,245.92,245.48,246.86,244.94,"69,101"
2015-11-24,247.51,245.96,248.05,245.77,"69,431"
2015-11-25,246.58,247.79,247.85,246.45,"70,519"
2015-11-26,249.43,247.21,249.91,247.21,"84,298"
2015-11-27,249.07,250.46,250.6,248.93,"66,676"
2015-11-30,244.24,248.3,248.4,243.85,"117,528"
2015-12-01,248.7,245.47,249.08,245.39,"61,342"
2015-12-02,246.6,248.9,249,246.6,"55,559"
2015-12-03,244.68,245.46,245.49,243.12,"49,724"
2015-12-04,242.15,241.86,243.31,241.64,"47,979"
2015-12-07,240.68,243.76,243.81,240.67,"48,477"
2015-12-08,239.23,240.86,241.77,239.19,"63,313"
2015-12-09,239.4,239.59,240.3,238.67,"65,351"
2015-12-10,240.6,239.28,241.31,238.99,"81,176"
2015-12-11,240.35,240.65,241.83,239.78,"61,336"
2015-12-14,238.17,237.55,238.49,236.94,"72,617"
2015-12-15,238.8,239.13,239.54,237.98,"54,288"
2015-12-16,243.49,240.89,244.37,240.82,"66,772"
2015-12-17,244.17,245.2,245.69,242.77,"63,272"
2015-12-18,243,241.71,244.14,241.42,"61,138"
2015-12-21,243.76,243.01,244.69,242.01,"53,527"
2015-12-22,245.48,244.06,245.51,242.58,"69,970"
2015-12-23,246.53,245.64,247.49,244.97,"68,707"
2015-12-24,245.33,247.81,247.96,245.33,"58,777"
2015-12-28,241.79,245.38,245.51,241.79,"66,381"
2015-12-29,241.22,240.69,241.61,238.9,"61,633"
2015-12-30,240.38,242.13,242.42,240.03,"67,554"
2016-01-04,234.63,239.3,239.35,234.63,"68,179"
2016-01-05,236.13,233.96,237.25,233.96,"67,017"
2016-01-06,234.6,236.48,236.48,233.27,"89,014"
2016-01-07,231.93,233.23,234.54,231.52,"88,012"
2016-01-08,233.68,230.4,233.78,229.91,"117,165"
2016-01-11,230.83,230.77,232.27,230.34,"76,835"
2016-01-12,230.55,232.45,232.85,230.25,"72,237"
2016-01-13,233.52,232.24,234.26,231.89,"71,913"
2016-01-14,231.38,230.68,231.52,229.41,"78,137"
2016-01-15,228.78,233.38,233.76,228.01,"96,871"
2016-01-18,228.59,225.56,229.16,225.33,"79,303"
2016-01-19,230.08,228.79,230.12,227.03,"80,142"
2016-01-20,224.54,229.29,229.3,222.92,"121,075"
2016-01-21,223.81,224.83,226.61,223.81,"145,375"
2016-01-22,228.79,226.35,228.79,226.31,"115,529"
2016-01-25,230.21,229.98,231.37,228.99,"75,663"
2016-01-26,227.19,228.66,229.06,226.16,"89,529"
2016-01-27,230.96,229.19,231.13,228.83,"92,894"
2016-01-28,231.51,229.07,231.62,228.02,"131,304"
2016-01-29,232.1,230.97,232.1,228.8,"107,901"
2016-02-01,233.67,232.87,233.84,232.13,"106,256"
2016-02-02,231.1,232.27,232.95,231.05,"87,257"
2016-02-03,228.97,229.29,229.36,227.77,"77,801"
2016-02-04,232.91,230.3,232.94,230.12,"84,734"
2016-02-05,233.3,232.73,233.93,232.27,"90,042"
2016-02-11,226.7,227.77,228.35,226.26,"83,572"
2016-02-12,224.98,225.5,226.63,223.37,"122,056"
2016-02-15,228.4,227.84,228.81,226.86,"82,005"
2016-02-16,231.52,229.26,232.13,228.87,"76,713"
2016-02-17,231.94,231.66,233.3,230.87,"95,029"
2016-02-18,234.74,235.08,235.11,233.52,"81,408"
2016-02-19,235.27,234.11,235.31,233.47,"74,343"
2016-02-22,234.95,234.58,235.73,233.78,"59,585"
2016-02-23,235.03,236.54,236.67,234.42,"70,243"
2016-02-24,234.91,234.3,235.58,233.96,"70,373"
2016-02-25,235.37,235.57,236.91,233.87,"73,320"
2016-02-26,235.22,236.39,236.46,234.86,"77,666"
2016-02-29,234.63,235.4,236.28,234.63,"80,365"
2016-03-02,238.63,238.45,239.08,238.08,"108,552"
2016-03-03,240.09,240.2,240.2,238.68,"111,241"
2016-03-04,239.74,239.84,240.31,238.93,"116,636"
2016-03-07,240.21,240.47,240.91,239.84,"134,368"
2016-03-08,238.44,240.27,240.27,237.32,"119,589"
2016-03-09,239.13,237.64,239.13,237.21,"76,741"
2016-03-10,241.43,239.91,242.51,239.47,"84,245"
2016-03-11,241.97,241.29,242.62,241.17,"60,923"
2016-03-14,242.15,243.9,243.94,241.93,"73,873"
2016-03-15,241.83,242.47,243,241.28,"67,444"
2016-03-16,242.35,242.04,243.43,241.63,"73,418"
2016-03-17,244.09,243.65,245.84,243.58,"88,888"
2016-03-18,244.63,245.25,245.27,243.72,"77,050"
2016-03-21,244.28,245.44,245.95,243.2,"72,832"
2016-03-22,245.41,244.75,245.41,244.06,"73,835"
2016-03-23,245.23,245.33,246.18,244.45,"72,958"
2016-03-24,244.08,244.3,245,243.31,"74,739"
2016-03-25,243.79,244.61,244.65,243.33,"73,172"
2016-03-28,243.95,243.86,244.96,243.66,"104,247"
2016-03-29,245.53,244.55,245.88,244.11,"103,640"
2016-03-30,246.54,246.98,247.58,246.07,"103,093"
2016-03-31,245.86,246.95,247.26,244.55,"89,221"
2016-04-01,242.36,245.59,245.66,241.82,"157,191"
2016-04-04,243.05,242.38,243.06,241.73,"68,618"
2016-04-05,240.58,242.1,242.25,240.28,"63,929"
2016-04-06,241.99,240.85,242.59,240.65,"103,088"
2016-04-07,242.29,243.05,243.27,241.03,"138,884"
2016-04-08,241.77,240.59,241.84,239.57,"117,363"
2016-04-11,242.06,241.79,242.29,240.65,"89,459"
2016-04-12,243.71,242.05,243.94,241.72,"102,075"
2016-04-14,248.89,247.01,248.9,246.76,"136,903"
2016-04-15,248.53,248.47,249.03,247.68,"99,585"
2016-04-18,248,246.7,248.04,246.32,"82,379"
2016-04-19,247.88,248.67,249.34,247.49,"99,751"
2016-04-20,247.26,248.63,249.56,247.26,"93,348"
2016-04-21,249.39,248.45,249.5,247.92,"87,879"
2016-04-22,248.32,248.44,248.86,247.74,"105,792"
2016-04-25,248.13,248.33,248.45,247.08,"129,122"
2016-04-26,248.92,247.81,249.22,247.7,"134,475"
2016-04-27,248.69,248.87,249.09,248.28,"163,101"
2016-04-28,246.27,249.42,249.52,245.91,"108,535"
2016-04-29,245.2,245.9,246.01,243.89,"104,339"
2016-05-02,243.47,244.86,244.88,243.27,"78,968"
2016-05-03,244.29,244.88,244.9,243.48,"71,151"
2016-05-04,243.31,243.29,243.85,242.23,"110,857"
2016-05-09,242.23,242.84,243.11,241.63,"98,228"
2016-05-10,243.68,241.97,243.68,241.77,"114,280"
2016-05-11,243.07,244.39,244.39,241.99,"87,896"
2016-05-12,242.34,242.23,243.12,241.66,"81,719"
2016-05-13,240.6,242.61,242.73,240.03,"74,187"
2016-05-16,240.82,240.01,241.32,240.01,"97,138"
2016-05-17,241.03,241.67,241.81,240.26,"71,716"
2016-05-18,239.82,240.32,240.46,238.14,"103,981"
2016-05-19,239.04,239.45,239.68,238.47,"103,128"
2016-05-20,238.74,238.67,239.59,238.23,"65,914"
2016-05-23,239.85,239.6,240.08,237.81,"57,834"
2016-05-24,237.65,239.28,239.48,237.65,"89,473"
2016-05-25,240.91,239.68,241.45,239.28,"91,189"
2016-05-26,240.58,241.56,242.05,240.45,"130,282"
2016-05-27,241.85,241.25,242.41,240.74,"92,225"
2016-05-30,241.73,241.94,242.07,240.41,"67,446"
2016-05-31,243.63,241.03,243.84,240.36,"117,967"
2016-06-01,243.58,242.7,244.19,242.48,"78,835"
2016-06-02,244.18,243.88,244.66,243.31,"78,953"
2016-06-03,244.39,244.94,244.94,243.67,"86,345"
2016-06-07,247.85,245.55,247.86,245.54,"79,435"
2016-06-08,250.04,248.24,250.04,247.68,"90,733"
2016-06-09,250.19,250.19,251.51,248.46,"138,770"
2016-06-10,248.96,249.86,249.86,248.63,"89,453"
2016-06-13,244.05,246.74,246.96,243.7,"79,115"
2016-06-14,243.35,243.79,244.46,242.36,"107,840"
2016-06-15,243.3,243.41,244.16,242.19,"84,096"
2016-06-16,241.61,243.66,244,240.52,"83,308"
2016-06-17,241.63,243.35,244.02,241.32,"77,334"
2016-06-20,245.17,244.44,245.63,243.74,"75,085"
2016-06-21,245.34,244.6,245.5,243.99,"58,403"
2016-06-22,246.75,245.17,247.03,244.79,"65,849"
2016-06-23,246.31,246.42,246.81,245.64,"65,983"
2016-06-24,239.21,248.23,248.27,234.97,"190,033"
2016-06-27,239.28,236.79,239.28,236.68,"95,451"
2016-06-28,240.08,236.78,240.46,236.73,"79,649"
2016-06-29,242.32,241.29,243.71,240.68,"67,355"
2016-06-30,244.14,244.25,244.48,242.52,"75,453"
2016-07-01,246.52,244.96,247.57,244.78,"63,046"
2016-07-04,247.62,246.66,247.94,246.16,"63,633"
2016-07-05,246.91,247.67,247.84,246.51,"54,811"
2016-07-06,241.86,245.37,245.74,240.73,"71,673"
2016-07-07,244.6,243.15,245.02,242.63,"62,210"
2016-07-08,243.43,244.3,245.4,242.72,"62,667"
2016-07-11,246.99,245.64,247.42,245.44,"63,842"
2016-07-12,247.14,247.36,248.35,246.62,"72,908"
2016-07-13,249.25,249.44,250.26,247.74,"78,645"
2016-07-14,249.8,248.95,249.96,248.36,"67,347"
2016-07-15,251.02,250.61,251.72,249.99,"75,736"
2016-07-18,251.52,251.08,251.65,250.31,"55,903"
2016-07-19,250.97,251.64,251.76,250.08,"62,164"
2016-07-20,250.66,250.37,250.66,249.08,"60,018"
2016-07-21,250.44,251.11,251.36,249.72,"63,664"
2016-07-22,250.04,249.43,250.7,248.97,"55,604"
2016-07-25,250.65,250.4,251.49,249.69,"68,797"
2016-07-26,252.72,250.19,252.76,249.9,"73,286"
2016-07-27,252.73,252.63,253.2,252.13,"78,389"
2016-07-28,251.86,253.27,253.34,251,"74,226"
2016-07-29,251.48,252.24,253.37,251.48,"87,035"
2016-08-01,253.81,252.91,254.02,252.81,"91,146"
2016-08-02,251.93,252.8,253.14,251.76,"61,750"
2016-08-03,248.65,250.56,250.56,248.6,"74,699"
2016-08-04,249.24,250.22,250.34,248.65,"54,041"
2016-08-05,252.36,250.21,252.4,249.96,"62,004"
2016-08-08,254.11,253.34,254.18,252.51,"64,329"
2016-08-09,255.85,254.38,256.24,254.19,"60,355"
2016-08-10,255.43,255.68,256.31,255.06,"66,935"
2016-08-11,256.18,255.14,256.18,254.24,"93,472"
2016-08-12,256.17,256.86,257.88,255.7,"74,918"
2016-08-16,256.15,256.95,258.13,256.12,"68,324"
2016-08-17,256.04,255.82,256.32,254.6,"63,810"
2016-08-18,258.11,256.62,258.23,255.8,"64,012"
2016-08-19,258.69,258.42,258.84,257.54,"72,797"
2016-08-22,257.27,258.54,258.63,256.92,"62,921"
2016-08-23,258.42,257.57,258.63,257.09,"65,707"
2016-08-24,257.3,258.4,258.65,256.54,"54,461"
2016-08-25,257.26,256.78,257.76,256,"58,804"
2016-08-26,256.23,256.17,256.76,255.02,"68,304"
2016-08-29,256.49,254.93,256.66,254.45,"62,755"
2016-08-30,257.49,257.27,258.93,257,"56,516"
2016-08-31,256.87,257.21,257.49,255.9,"66,352"
2016-09-01,256.03,254.95,256.13,253.86,"56,098"
2016-09-02,256.5,256.16,256.73,255.57,"49,266"
2016-09-05,259.64,257.85,259.74,257.63,"54,168"
2016-09-06,260.93,259.39,261.16,259.26,"49,970"
2016-09-07,260.31,261.15,262.1,260.31,"68,750"
2016-09-08,260.86,260.72,261.48,259.41,"79,383"
2016-09-09,257.31,258.68,258.94,256.21,"70,054"
2016-09-12,250.53,252.37,253.43,250.53,"66,332"
2016-09-13,251.77,253.39,253.55,251.66,"74,549"
2016-09-19,253.93,251.51,254.54,251.38,"59,751"
2016-09-20,255.09,253.86,255.23,253.33,"54,627"
2016-09-21,256.52,254.65,256.55,254.56,"51,982"
2016-09-22,258.34,258.46,259.99,258.13,"59,904"
2016-09-23,258.37,258.44,259.14,257.71,"58,393"
2016-09-26,257.48,258.07,259.32,256.9,"43,876"
2016-09-27,259.57,256.16,259.87,255.16,"58,685"
2016-09-28,258.21,259.32,259.46,257.96,"59,187"
2016-09-29,260.35,259.6,260.95,259.6,"65,366"
2016-09-30,257.49,258.3,258.91,257.29,"74,919"
2016-10-04,259.18,259.51,259.74,258.55,"62,561"
2016-10-05,258.99,257.51,259.49,256.67,"58,014"
2016-10-06,261.13,261.6,261.68,259.65,"64,936"
2016-10-07,260.06,261.17,261.53,259.73,"62,370"
2016-10-10,260.31,258.85,260.71,257.68,"74,084"
2016-10-11,256.15,259.29,260.4,255.93,"68,771"
2016-10-12,256.2,254.69,256.67,254.56,"62,692"
2016-10-13,253.93,256.19,256.6,253.79,"58,490"
2016-10-14,255.09,254.7,255.91,254.66,"61,590"
2016-10-17,256.19,255.9,257.07,253.71,"55,158"
2016-10-18,257.98,256.17,258.04,255.99,"59,071"
2016-10-19,258.21,257.25,259.67,257.17,"62,057"
2016-10-20,258.41,258.55,259.28,257.8,"60,714"
2016-10-21,257.26,258.16,258.39,256.82,"52,581"
2016-10-24,259.48,257.83,259.48,257.76,"53,738"
2016-10-25,258.57,258.79,258.92,257.82,"68,928"
2016-10-26,255.52,257.73,257.73,254.13,"65,631"
2016-10-27,256.66,256.25,256.99,255.62,"68,404"
2016-10-28,256.53,256.45,257.3,255.89,"53,169"
2016-10-31,255.93,255.6,256.66,255.21,"59,124"
2016-11-01,255.99,255.35,256.3,253.51,"71,630"
2016-11-02,252.83,254.27,254.77,252.33,"67,054"
2016-11-03,252.9,252.44,253.74,251.72,"56,224"
2016-11-04,252.57,252.85,253.29,251.86,"44,617"
2016-11-07,254.6,254.79,255.42,254,"49,039"
2016-11-08,255.26,256.2,256.31,254.1,"46,853"
2016-11-09,249.67,255.83,257.03,246.51,"123,179"
2016-11-10,255.31,253.8,255.31,252.64,"119,316"
2016-11-11,251.99,252.93,253.88,251.9,"101,509"
2016-11-14,250.01,251.59,252.36,250,"100,351"
2016-11-15,249.2,250.39,250.93,249.18,"87,818"
2016-11-16,250.32,250.93,251.54,250.23,"79,965"
2016-11-17,250.46,249.62,250.86,248.71,"67,352"
2016-11-18,250.21,250.9,251.02,249.23,"78,550"
2016-11-21,249.51,249.7,250.8,248.93,"55,388"
2016-11-22,252.37,250.85,252.85,250.47,"62,526"
2016-11-23,253.66,253.09,254.71,252.22,"68,300"
2016-11-24,252.03,253.22,253.71,251.44,"53,636"
2016-11-25,252.26,252.19,252.84,251.64,"44,611"
2016-11-28,252.96,252.46,253.63,250.87,"45,864"
2016-11-29,252.91,252.98,253.63,252.32,"50,824"
2016-11-30,254.26,253.2,255,252.86,"67,936"
2016-12-01,254.48,254.84,255.23,254.06,"59,348"
2016-12-02,252.88,253.93,254.22,252.06,"55,139"
2016-12-05,252.14,252.12,253.04,251.52,"50,361"
2016-12-06,255.63,253.88,256.27,253.85,"61,485"
2016-12-07,256.34,256.57,257.05,255.96,"54,700"
2016-12-08,262,258.79,262,258.63,"74,290"
2016-12-09,260.91,261.24,261.29,260.34,"58,354"
2016-12-12,260.72,261.59,261.69,259.89,"56,950"
2016-12-13,261.63,260.38,261.72,260.08,"77,992"
2016-12-14,262,262.64,262.86,261.12,"55,929"
2016-12-15,261.45,259.9,262.08,259.82,"55,035"
2016-12-16,262.56,261.59,262.91,261.16,"60,475"
2016-12-19,261.93,262.03,263.22,261.86,"46,955"
2016-12-20,262.59,262.78,263.26,262.14,"51,201"
2016-12-21,262.1,263.76,264.42,262.1,"62,168"
2016-12-22,261.97,262.71,262.92,261.66,"53,376"
2016-12-23,261.61,262.1,262.26,261.3,"46,536"
2016-12-26,261.9,261.83,262.27,261.36,"45,263"
2016-12-27,262.49,262.35,262.85,261.79,"52,536"
2016-12-28,259.7,259.65,260.59,259.52,"54,257"
2016-12-29,260.01,259.02,260.04,258.62,"48,685"
2017-01-02,260.36,259.42,261.21,258.64,"36,913"
2017-01-03,262.97,261.55,263,260.72,"61,839"
2017-01-04,263.12,263.19,263.27,262.47,"68,765"
2017-01-05,261.98,262.88,262.94,261.64,"78,823"
2017-01-06,263.2,263.01,263.61,262.66,"56,572"
2017-01-09,263.74,263.83,264.55,263.34,"59,179"
2017-01-10,263.73,263.15,263.88,262.83,"60,749"
2017-01-11,268.15,264.24,268.91,264.18,"76,588"
2017-01-12,269.95,268.48,269.95,267.93,"70,686"
2017-01-13,267.91,268.34,268.68,267.66,"61,589"
2017-01-16,266.15,267.71,268.53,265.37,"63,876"
2017-01-17,267.37,266.65,268.53,266.33,"64,797"
2017-01-18,267.08,267.64,267.96,265.37,"56,660"
2017-01-19,267.7,269.3,270.01,266.39,"59,533"
2017-01-20,266.52,266.45,267.35,266.18,"55,384"
2017-01-23,267.12,266.77,267.84,265.53,"56,738"
2017-01-24,267.3,267.79,268.25,266.24,"54,348"
2017-01-25,268.15,268.65,269.04,267.28,"63,438"
2017-01-26,270.48,269.15,271.21,268.47,"70,098"
2017-01-31,268.09,269.61,270,268.09,"69,680"
2017-02-01,269.56,269.16,269.97,268.87,"65,868"
2017-02-02,268.49,269.63,271.25,268.01,"76,735"
2017-02-03,268.85,269.1,269.62,267.37,"71,589"
2017-02-06,269.49,270.65,271.08,268.75,"71,641"
2017-02-07,268.97,269.52,269.68,268.51,"71,252"
2017-02-08,267.72,268.51,268.56,265.76,"64,573"
2017-02-09,267.69,267.99,268.91,267.21,"72,701"
2017-02-10,268.66,269.04,269.72,268.43,"83,141"
2017-02-13,268.81,268.48,268.85,267.88,"71,066"
2017-02-14,267.9,268.82,269.34,267.05,"68,622"
2017-02-15,268.81,267.64,269.47,267.06,"75,725"
2017-02-16,268.93,269.48,270.22,268.32,"65,399"
2017-02-17,268.84,267.6,269.02,267.6,"59,751"
2017-02-20,269.73,269.41,269.92,268.57,"54,535"
2017-02-21,272.11,269.9,273.13,269.7,"61,710"
2017-02-22,272.85,272.61,273.15,271.96,"64,581"
2017-02-23,272.89,272.61,273.18,272.18,"64,489"
2017-02-24,270.38,272.61,272.84,269.76,"116,667"
2017-02-27,268.97,270.35,270.62,268.72,"81,076"
2017-02-28,270.06,269.27,270.62,269.1,"88,888"
2017-03-02,272.65,272.14,273.34,271.35,"105,762"
2017-03-03,269.77,271.03,271.48,268.77,"78,076"
2017-03-06,270.41,269.07,270.74,268.36,"72,120"
2017-03-07,271.87,270.22,272.45,269.96,"69,476"
2017-03-08,272.29,271.65,273.21,271.32,"68,167"
2017-03-09,271.62,272.73,272.97,271.56,"71,716"
2017-03-10,272.29,271.08,273,270.24,"67,633"
2017-03-13,275.41,273.03,276.25,272.79,"72,076"
2017-03-14,277.89,276.8,278.2,276.51,"80,673"
2017-03-15,277.89,276.91,278.22,276.78,"72,419"
2017-03-16,280.11,280.99,281.35,279.26,"86,726"
2017-03-17,281.86,280.02,281.95,279.65,"86,562"
2017-03-20,280.75,281.08,281.16,280,"59,317"
2017-03-21,283.84,281.54,284.4,281.23,"82,817"
2017-03-22,282.63,281.07,282.66,280.85,"89,305"
2017-03-23,282.81,283.29,284.38,282.58,"76,370"
2017-03-24,282.31,282.66,284,281.49,"71,004"
2017-03-27,280.36,281.1,281.79,279.98,"70,909"
2017-03-28,281.25,281.85,282.24,280.5,"62,565"
2017-03-29,281.86,282.52,282.54,281.27,"68,195"
2017-03-30,281.66,282.44,283.11,280.95,"58,287"
2017-03-31,280.64,282.03,282.09,280.63,"59,370"
2017-04-03,281.6,281.51,282.35,280.85,"56,545"
2017-04-04,280.92,281.25,281.77,280.32,"59,582"
2017-04-05,280.74,280.99,281.36,278.76,"72,393"
2017-04-06,279.47,279.57,279.81,278.2,"56,813"
2017-04-07,279.01,279.64,279.82,277.63,"65,059"
2017-04-10,277.21,278.69,278.69,276.5,"59,920"
2017-04-11,275.49,276.55,277.46,275.01,"59,390"
2017-04-12,276.21,276.11,276.43,275.28,"57,613"
2017-04-13,279.12,276.38,279.12,275.66,"74,097"
2017-04-14,277.31,277.59,278.14,276.12,"44,578"
2017-04-17,278.1,278.06,279.06,277.49,"47,714"
2017-04-18,278.23,279.36,279.42,277.05,"54,714"
2017-04-19,276.49,277.66,278.07,275.97,"65,260"
2017-04-20,277.76,276.32,278.04,275.75,"69,505"
2017-04-21,280.05,279.44,280.89,278.8,"60,450"
2017-04-24,281.96,281.66,282.04,280.81,"68,129"
2017-04-25,285.41,282.17,285.47,282,"76,977"
2017-04-26,286.78,286.04,287.22,285.79,"84,108"
2017-04-27,287.34,285.8,287.76,285.52,"83,544"
2017-04-28,287.21,288.51,289.02,286.76,"78,762"
2017-05-02,289.65,288.6,291.12,288.39,"69,807"
2017-05-04,292.47,290.53,292.47,290.53,"65,038"
2017-05-08,299.86,292.95,299.86,292.66,"102,036"
2017-05-10,296.19,299.81,304.26,295.53,"128,101"
2017-05-11,299.75,297.25,300.22,296.35,"111,190"
2017-05-12,298.25,299.78,300.1,297.84,"74,390"
2017-05-15,298.87,298.54,299.84,297.51,"58,674"
2017-05-16,299.67,301.25,301.65,298.05,"97,285"
2017-05-17,299.34,299.02,299.95,297.9,"77,839"
2017-05-18,298.47,296.34,298.78,295.66,"83,317"
2017-05-19,298.08,298.26,299.1,297.44,"74,781"
2017-05-22,300.63,299.76,300.7,298.98,"71,066"
2017-05-23,301.36,301.44,303.7,300.41,"76,649"
2017-05-24,301.71,302.32,302.79,301.23,"111,991"
2017-05-25,305.22,302.83,305.34,302.18,"100,091"
2017-05-26,306.96,305.41,308.51,305.07,"98,095"
2017-05-29,306.52,307.98,309.32,305.13,"105,980"
2017-05-30,304.59,306.89,306.99,303.11,"94,123"
2017-05-31,304.67,303.79,306.18,303.64,"114,684"
2017-06-01,304.03,304.74,305.3,302.99,"77,246"
2017-06-02,307.83,305.34,308.01,305.27,"94,028"
2017-06-05,307.33,308.52,308.59,306.79,"76,117"
2017-06-07,305.68,306.94,307.59,305.42,"87,995"
2017-06-08,306.25,305.7,306.87,304.17,"126,075"
